,label,gry,b,g,r,h,s,v,l,a,bl,gry_std,b_std,g_std,r_std,h_std,s_std,v_std,l_std,a_std,bl_std,gry_min,b_min,g_min,r_min,h_min,s_min,v_min,l_min,a_min,bl_min,orb_gry1,orb_gry2,orb_gry3,orb_gry4,orb_gry5,orb_gry6,orb_gry7,orb_gry8,orb_gry9,orb_gry10,orb_gry11,orb_gry12,orb_gry13,orb_gry14,orb_gry15,orb_gry16,orb_gry17,orb_gry18,orb_gry19,orb_gry20,orb_b1,orb_b2,orb_b3,orb_b4,orb_b5,orb_b6,orb_b7,orb_b8,orb_b9,orb_b10,orb_b11,orb_b12,orb_b13,orb_b14,orb_b15,orb_b16,orb_b17,orb_b18,orb_b19,orb_b20,orb_g1,orb_g2,orb_g3,orb_g4,orb_g5,orb_g6,orb_g7,orb_g8,orb_g9,orb_g10,orb_g11,orb_g12,orb_g13,orb_g14,orb_g15,orb_g16,orb_g17,orb_g18,orb_g19,orb_g20,orb_r1,orb_r2,orb_r3,orb_r4,orb_r5,orb_r6,orb_r7,orb_r8,orb_r9,orb_r10,orb_r11,orb_r12,orb_r13,orb_r14,orb_r15,orb_r16,orb_r17,orb_r18,orb_r19,orb_r20,orb_l1,orb_l2,orb_l3,orb_l4,orb_l5,orb_l6,orb_l7,orb_l8,orb_l9,orb_l10,orb_l11,orb_l12,orb_l13,orb_l14,orb_l15,orb_l16,orb_l17,orb_l18,orb_l19,orb_l20,orb_a1,orb_a2,orb_a3,orb_a4,orb_a5,orb_a6,orb_a7,orb_a8,orb_a9,orb_a10,orb_a11,orb_a12,orb_a13,orb_a14,orb_a15,orb_a16,orb_a17,orb_a18,orb_a19,orb_a20,orb_bl1,orb_bl2,orb_bl3,orb_bl4,orb_bl5,orb_bl6,orb_bl7,orb_bl8,orb_bl9,orb_bl10,orb_bl11,orb_bl12,orb_bl13,orb_bl14,orb_bl15,orb_bl16,orb_bl17,orb_bl18,orb_bl19,orb_bl20,orb_h1,orb_h2,orb_h3,orb_h4,orb_h5,orb_h6,orb_h7,orb_h8,orb_h9,orb_h10,orb_h11,orb_h12,orb_h13,orb_h14,orb_h15,orb_h16,orb_h17,orb_h18,orb_h19,orb_h20,orb_s1,orb_s2,orb_s3,orb_s4,orb_s5,orb_s6,orb_s7,orb_s8,orb_s9,orb_s10,orb_s11,orb_s12,orb_s13,orb_s14,orb_s15,orb_s16,orb_s17,orb_s18,orb_s19,orb_s20,orb_v1,orb_v2,orb_v3,orb_v4,orb_v5,orb_v6,orb_v7,orb_v8,orb_v9,orb_v10,orb_v11,orb_v12,orb_v13,orb_v14,orb_v15,orb_v16,orb_v17,orb_v18,orb_v19,orb_v20
141,1,74.13811559648113,38.19988981803531,86.23038723999014,64.1532940334953,44.137714999835566,144.62779129805637,86.29861054016278,85.87898544766917,110.46047027871413,152.77227657650252,20.747369283959944,16.079646347789648,22.189244966778016,20.99532128542372,3.590798555071492,26.46901361435344,22.38711980105466,23.345070555057696,3.666013730565715,6.022336753331992,4.0,1.0,7.0,5.0,18.0,9.0,7.0,3.0,99.0,122.0,49.0,11.0,4.0,66.0,8.0,4.0,16.0,10.0,20.0,72.0,20.0,20.0,8.0,62.0,28.0,25.0,22.0,23.0,11.0,9.0,22.0,36.0,44.0,30.0,27.0,21.0,6.0,4.0,33.0,32.0,44.0,5.0,20.0,12.0,7.0,23.0,21.0,9.0,18.0,6.0,41.0,34.0,36.0,2.0,39.0,41.0,33.0,13.0,3.0,4.0,33.0,6.0,12.0,14.0,24.0,1.0,51.0,70.0,21.0,10.0,41.0,27.0,38.0,1.0,32.0,4.0,11.0,4.0,12.0,7.0,45.0,7.0,18.0,43.0,6.0,53.0,45.0,37.0,22.0,23.0,40.0,35.0,7.0,23.0,46.0,15.0,66.0,23.0,9.0,3.0,28.0,18.0,6.0,12.0,37.0,52.0,32.0,1.0,4.0,36.0,36.0,30.0,13.0,14.0,8.0,15.0,17.0,18.0,21.0,30.0,50.0,7.0,25.0,28.0,7.0,21.0,2.0,17.0,24.0,36.0,18.0,37.0,28.0,17.0,10.0,47.0,13.0,0.0,22.0,56.0,23.0,23.0,17.0,31.0,35.0,23.0,24.0,21.0,1.0,6.0,11.0,14.0,8.0,24.0,2.0,5.0,0.0,10.0,6.0,13.0,16.0,7.0,14.0,7.0,10.0,3.0,7.0,8.0,7.0,5.0,18.0,36.0,20.0,45.0,11.0,17.0,60.0,17.0,6.0,6.0,7.0,32.0,17.0,22.0,9.0,51.0,26.0,60.0,23.0,17.0,28.0,5.0,3.0,28.0,15.0,14.0,9.0,48.0,44.0,54.0,21.0,12.0,33.0,2.0,48.0,53.0,22.0,34.0,9.0,6.0
142,2,82.92276910186216,35.361461448446235,97.91217982982045,71.64041259155458,42.90826483292643,164.1794036491816,97.91217982982045,97.13246702590254,107.17102468903946,159.430035682813,20.06266461869506,13.470500632886472,21.80002687215999,20.87872882558065,2.8731544122609707,23.827190696351447,21.80002687215999,22.339774550956445,3.747935533431313,6.662584491908062,14.0,1.0,18.0,8.0,30.0,18.0,18.0,11.0,97.0,132.0,22.0,15.0,9.0,31.0,2.0,7.0,14.0,5.0,26.0,24.0,10.0,14.0,14.0,44.0,37.0,17.0,9.0,2.0,6.0,9.0,20.0,16.0,49.0,42.0,5.0,10.0,0.0,15.0,62.0,36.0,59.0,1.0,8.0,1.0,1.0,3.0,2.0,12.0,4.0,0.0,14.0,15.0,31.0,19.0,45.0,34.0,41.0,12.0,12.0,2.0,13.0,3.0,11.0,16.0,32.0,8.0,17.0,81.0,17.0,1.0,29.0,20.0,38.0,11.0,49.0,13.0,19.0,11.0,6.0,6.0,25.0,15.0,22.0,7.0,15.0,34.0,49.0,22.0,18.0,7.0,21.0,19.0,8.0,43.0,78.0,6.0,21.0,25.0,12.0,14.0,11.0,30.0,6.0,10.0,22.0,31.0,27.0,11.0,6.0,33.0,24.0,19.0,14.0,38.0,6.0,12.0,25.0,11.0,10.0,13.0,20.0,11.0,15.0,15.0,4.0,6.0,9.0,7.0,11.0,19.0,21.0,33.0,28.0,17.0,15.0,56.0,14.0,0.0,6.0,18.0,9.0,24.0,5.0,20.0,27.0,10.0,34.0,11.0,8.0,3.0,15.0,8.0,1.0,4.0,8.0,0.0,4.0,5.0,3.0,3.0,1.0,7.0,2.0,26.0,10.0,1.0,3.0,14.0,0.0,0.0,19.0,19.0,37.0,43.0,18.0,27.0,25.0,15.0,11.0,16.0,8.0,48.0,19.0,22.0,11.0,62.0,15.0,56.0,9.0,20.0,7.0,7.0,15.0,25.0,32.0,3.0,7.0,62.0,25.0,31.0,18.0,5.0,29.0,14.0,19.0,29.0,31.0,40.0,10.0,15.0
143,3,72.32520031725372,39.66970532010087,83.6706458960384,62.54001260880176,44.58696514276417,137.6700205401448,83.69403827381437,83.6324432603921,111.31383714308956,150.85852721060766,17.454970219923144,16.41332245156879,17.948184768887803,18.1609030110748,2.742084499045856,31.37822382874947,18.0308632024986,19.16176394318953,3.170624971617602,4.906450863679216,22.0,1.0,31.0,12.0,21.0,22.0,31.0,25.0,98.0,133.0,15.0,26.0,16.0,11.0,8.0,17.0,32.0,7.0,4.0,9.0,6.0,13.0,16.0,10.0,6.0,25.0,24.0,17.0,9.0,20.0,8.0,17.0,11.0,44.0,44.0,15.0,6.0,25.0,10.0,24.0,5.0,20.0,24.0,15.0,15.0,24.0,29.0,18.0,7.0,18.0,8.0,14.0,10.0,23.0,10.0,46.0,34.0,12.0,21.0,9.0,23.0,19.0,13.0,21.0,26.0,24.0,16.0,38.0,9.0,7.0,24.0,18.0,9.0,18.0,8.0,26.0,17.0,12.0,20.0,10.0,4.0,21.0,18.0,10.0,17.0,54.0,24.0,17.0,15.0,47.0,7.0,27.0,30.0,10.0,23.0,23.0,10.0,17.0,22.0,19.0,15.0,19.0,18.0,10.0,21.0,49.0,12.0,23.0,13.0,34.0,2.0,4.0,28.0,11.0,10.0,24.0,10.0,18.0,4.0,4.0,13.0,19.0,8.0,8.0,2.0,19.0,0.0,10.0,4.0,0.0,2.0,27.0,43.0,2.0,2.0,4.0,0.0,3.0,17.0,15.0,20.0,14.0,10.0,0.0,2.0,2.0,41.0,14.0,0.0,13.0,0.0,3.0,3.0,0.0,3.0,8.0,0.0,2.0,0.0,8.0,5.0,0.0,6.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,21.0,28.0,46.0,17.0,26.0,27.0,22.0,35.0,14.0,30.0,31.0,12.0,22.0,23.0,16.0,38.0,39.0,16.0,15.0,22.0,22.0,17.0,26.0,9.0,9.0,29.0,28.0,29.0,6.0,10.0,28.0,13.0,39.0,15.0,8.0,41.0,21.0,10.0,10.0,14.0
144,3,78.08961232484918,35.956587051224275,93.21635181580022,64.46474751844642,45.58050928930228,156.69377748936478,93.2189535414714,92.1307472300334,106.67804095464706,156.63937558583893,14.868822494948963,12.129576648081333,16.33250427575529,15.459367180913604,2.722066153974547,28.02268977688664,16.33418739111926,16.572640341531127,3.08953549576552,6.533011124976558,31.0,1.0,38.0,16.0,15.0,32.0,38.0,37.0,95.0,133.0,17.0,16.0,14.0,12.0,6.0,8.0,20.0,11.0,40.0,9.0,9.0,19.0,11.0,18.0,14.0,9.0,17.0,10.0,4.0,10.0,10.0,41.0,8.0,14.0,32.0,6.0,6.0,9.0,6.0,2.0,40.0,15.0,14.0,21.0,6.0,16.0,18.0,14.0,16.0,21.0,12.0,7.0,6.0,26.0,9.0,8.0,10.0,16.0,12.0,0.0,17.0,15.0,9.0,7.0,43.0,12.0,19.0,102.0,20.0,4.0,15.0,13.0,11.0,25.0,59.0,23.0,5.0,14.0,22.0,6.0,5.0,25.0,16.0,12.0,17.0,11.0,59.0,12.0,22.0,12.0,34.0,29.0,13.0,7.0,68.0,8.0,7.0,10.0,9.0,15.0,10.0,12.0,15.0,21.0,9.0,6.0,13.0,20.0,7.0,44.0,5.0,0.0,39.0,3.0,5.0,33.0,4.0,16.0,11.0,1.0,4.0,27.0,14.0,21.0,3.0,22.0,0.0,5.0,7.0,0.0,4.0,49.0,51.0,3.0,15.0,5.0,1.0,0.0,4.0,33.0,4.0,16.0,12.0,0.0,3.0,0.0,57.0,22.0,0.0,1.0,0.0,3.0,15.0,0.0,0.0,2.0,1.0,5.0,0.0,16.0,7.0,0.0,7.0,6.0,4.0,0.0,0.0,4.0,0.0,1.0,10.0,16.0,25.0,41.0,36.0,36.0,19.0,38.0,28.0,26.0,20.0,15.0,36.0,24.0,22.0,26.0,26.0,20.0,10.0,16.0,18.0,11.0,17.0,6.0,8.0,16.0,18.0,60.0,5.0,8.0,29.0,21.0,12.0,18.0,11.0,6.0,10.0,61.0,12.0,8.0
145,3,84.52019541889841,43.0166674283625,98.2118165365702,73.4774189715372,43.663382264226826,145.26245361314736,98.21266658135752,98.19542346854834,108.58135751238504,156.01876039705317,13.849785331825744,13.988060911343371,13.661262298795432,15.583152467333068,3.045130384651872,25.351671274544323,13.66507995729984,14.515721481328146,2.569636581816137,4.381596676190222,35.0,1.0,46.0,22.0,20.0,27.0,46.0,42.0,97.0,125.0,9.0,18.0,13.0,9.0,15.0,19.0,23.0,8.0,8.0,21.0,9.0,24.0,26.0,8.0,7.0,14.0,24.0,14.0,10.0,12.0,33.0,7.0,5.0,10.0,13.0,21.0,24.0,40.0,10.0,16.0,12.0,19.0,30.0,15.0,14.0,26.0,21.0,20.0,10.0,17.0,5.0,7.0,9.0,48.0,17.0,9.0,21.0,25.0,15.0,18.0,4.0,28.0,9.0,6.0,11.0,23.0,20.0,26.0,1.0,7.0,4.0,7.0,11.0,24.0,20.0,38.0,9.0,20.0,39.0,4.0,16.0,32.0,22.0,17.0,28.0,9.0,15.0,9.0,12.0,4.0,4.0,11.0,26.0,11.0,26.0,10.0,15.0,12.0,23.0,25.0,10.0,8.0,32.0,19.0,7.0,2.0,11.0,32.0,25.0,15.0,10.0,13.0,8.0,1.0,5.0,4.0,4.0,2.0,3.0,8.0,18.0,10.0,13.0,5.0,0.0,9.0,0.0,1.0,7.0,0.0,0.0,32.0,27.0,2.0,3.0,15.0,0.0,1.0,2.0,24.0,4.0,4.0,9.0,12.0,12.0,2.0,9.0,6.0,2.0,0.0,1.0,6.0,2.0,2.0,1.0,1.0,0.0,8.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,1.0,17.0,50.0,40.0,14.0,21.0,14.0,33.0,18.0,13.0,19.0,13.0,42.0,16.0,18.0,17.0,20.0,29.0,15.0,46.0,45.0,4.0,30.0,13.0,14.0,3.0,12.0,30.0,21.0,21.0,12.0,6.0,19.0,18.0,39.0,6.0,2.0,2.0,13.0,19.0,25.0
146,2,69.30648820326678,36.89624845922912,79.99879764065335,60.70267695099818,43.69488808227465,139.43014216575924,80.00108136721113,80.07013006654567,112.16961584996976,150.7137326073805,15.759191048046226,13.86020992606149,16.726976214458933,15.940035719861132,2.883083397260076,26.94641574189229,16.728573361384793,17.51832797347131,2.877751604793182,5.043861654834616,26.0,1.0,28.0,16.0,17.0,17.0,29.0,26.0,99.0,126.0,18.0,12.0,24.0,12.0,10.0,9.0,28.0,14.0,18.0,9.0,9.0,15.0,23.0,14.0,10.0,9.0,9.0,8.0,16.0,15.0,10.0,11.0,10.0,5.0,19.0,14.0,21.0,23.0,22.0,3.0,10.0,9.0,29.0,30.0,15.0,23.0,15.0,6.0,23.0,10.0,8.0,9.0,8.0,37.0,9.0,9.0,12.0,24.0,24.0,8.0,8.0,26.0,14.0,7.0,24.0,12.0,29.0,37.0,7.0,6.0,19.0,8.0,7.0,20.0,19.0,15.0,12.0,21.0,22.0,8.0,7.0,31.0,10.0,18.0,25.0,12.0,28.0,10.0,15.0,5.0,9.0,19.0,18.0,9.0,30.0,4.0,14.0,2.0,28.0,38.0,13.0,5.0,32.0,13.0,6.0,11.0,16.0,21.0,26.0,25.0,2.0,1.0,6.0,1.0,7.0,14.0,4.0,10.0,6.0,4.0,23.0,1.0,28.0,10.0,0.0,7.0,0.0,5.0,11.0,4.0,1.0,13.0,21.0,5.0,9.0,9.0,0.0,0.0,19.0,27.0,17.0,21.0,3.0,3.0,0.0,1.0,19.0,13.0,5.0,3.0,2.0,2.0,9.0,1.0,0.0,4.0,0.0,8.0,0.0,5.0,4.0,2.0,4.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,28.0,33.0,19.0,29.0,25.0,25.0,9.0,33.0,27.0,48.0,37.0,20.0,40.0,15.0,25.0,8.0,40.0,4.0,24.0,11.0,8.0,34.0,26.0,4.0,3.0,26.0,17.0,27.0,9.0,7.0,15.0,24.0,10.0,17.0,16.0,6.0,8.0,23.0,29.0,9.0
147,3,87.40994540787158,51.51503245261022,98.54520385171568,79.26423935341397,42.58820496149405,122.68589908863656,98.55381304157746,99.8015346329324,111.89570325198696,152.21070655890233,14.21945548160038,13.2065238607292,14.289666334131503,15.773344775086924,2.793512429889756,22.11294008113192,14.298168278205988,14.962640922663024,2.282218659821569,4.834262483700551,34.0,4.0,43.0,26.0,15.0,8.0,43.0,40.0,101.0,130.0,23.0,29.0,28.0,7.0,6.0,13.0,33.0,10.0,2.0,4.0,8.0,12.0,17.0,25.0,15.0,16.0,14.0,9.0,19.0,9.0,13.0,29.0,5.0,8.0,27.0,37.0,33.0,20.0,10.0,13.0,8.0,16.0,28.0,25.0,19.0,31.0,22.0,13.0,24.0,28.0,18.0,15.0,7.0,53.0,8.0,6.0,26.0,8.0,21.0,5.0,12.0,29.0,19.0,9.0,18.0,27.0,22.0,47.0,12.0,14.0,2.0,12.0,5.0,38.0,32.0,37.0,18.0,20.0,24.0,10.0,6.0,34.0,29.0,31.0,20.0,7.0,21.0,19.0,26.0,3.0,12.0,21.0,26.0,18.0,34.0,8.0,13.0,7.0,27.0,35.0,21.0,12.0,19.0,20.0,14.0,3.0,30.0,31.0,11.0,26.0,5.0,0.0,17.0,0.0,12.0,21.0,4.0,11.0,13.0,12.0,5.0,13.0,9.0,9.0,0.0,17.0,3.0,11.0,7.0,9.0,2.0,47.0,35.0,11.0,17.0,13.0,11.0,0.0,5.0,27.0,6.0,13.0,6.0,3.0,7.0,4.0,21.0,7.0,5.0,3.0,2.0,0.0,2.0,1.0,9.0,2.0,1.0,5.0,6.0,4.0,8.0,6.0,2.0,5.0,6.0,1.0,10.0,7.0,0.0,0.0,24.0,24.0,26.0,9.0,22.0,36.0,30.0,25.0,17.0,16.0,37.0,13.0,39.0,28.0,11.0,42.0,35.0,6.0,32.0,28.0,7.0,28.0,29.0,8.0,7.0,29.0,25.0,32.0,6.0,23.0,20.0,12.0,19.0,33.0,22.0,2.0,17.0,24.0,8.0,22.0
148,1,82.82650093849963,40.79478830232077,94.54966557689087,75.79115959781105,40.76724540607236,147.52601405688853,94.55549925536884,95.33994395438803,111.31478952052802,155.9253562333119,18.35652802973341,18.016544143540543,18.450673091335133,19.67565110061924,3.367615264541096,31.696810862818875,18.46596608591104,19.43900321582252,2.923621837465473,5.744186978767483,14.0,1.0,15.0,11.0,5.0,1.0,15.0,10.0,103.0,118.0,10.0,27.0,31.0,12.0,26.0,9.0,54.0,12.0,6.0,31.0,15.0,27.0,30.0,5.0,19.0,28.0,68.0,32.0,34.0,14.0,25.0,12.0,1.0,8.0,9.0,27.0,23.0,86.0,4.0,9.0,5.0,22.0,58.0,26.0,32.0,29.0,30.0,49.0,10.0,35.0,24.0,19.0,10.0,79.0,20.0,7.0,32.0,25.0,46.0,19.0,11.0,53.0,13.0,15.0,4.0,37.0,52.0,1.0,4.0,12.0,1.0,12.0,9.0,51.0,5.0,52.0,26.0,48.0,31.0,12.0,11.0,53.0,38.0,25.0,55.0,7.0,0.0,25.0,29.0,10.0,8.0,6.0,40.0,31.0,1.0,15.0,16.0,8.0,54.0,55.0,15.0,34.0,37.0,24.0,18.0,2.0,28.0,53.0,46.0,0.0,18.0,12.0,4.0,6.0,9.0,26.0,12.0,10.0,9.0,8.0,9.0,10.0,17.0,8.0,3.0,6.0,3.0,10.0,13.0,5.0,4.0,19.0,17.0,8.0,11.0,24.0,25.0,0.0,9.0,13.0,13.0,14.0,11.0,10.0,9.0,32.0,34.0,13.0,14.0,5.0,21.0,14.0,12.0,77.0,0.0,2.0,8.0,5.0,17.0,3.0,5.0,9.0,5.0,3.0,9.0,39.0,3.0,2.0,34.0,27.0,24.0,72.0,26.0,8.0,22.0,15.0,50.0,9.0,15.0,38.0,17.0,65.0,5.0,8.0,21.0,12.0,11.0,6.0,40.0,36.0,14.0,35.0,57.0,8.0,14.0,53.0,40.0,0.0,8.0,21.0,7.0,17.0,16.0,42.0,26.0,1.0,24.0,5.0,54.0,41.0
149,2,66.25057872128419,38.560924037865625,76.52113471902398,56.674397127355135,46.273211128460936,127.52112256739596,76.52238026089546,76.22827440806383,112.62545036971328,147.82024096678353,18.343528286526094,14.060503953019111,20.12624690875725,17.806195887063367,3.0370969089711397,26.745902444514066,20.127082672285493,21.013654786489063,3.476920669241545,6.108259198631037,10.0,1.0,16.0,2.0,19.0,27.0,16.0,9.0,97.0,128.0,7.0,52.0,24.0,7.0,10.0,30.0,32.0,9.0,6.0,4.0,9.0,13.0,23.0,10.0,19.0,15.0,21.0,37.0,14.0,13.0,26.0,6.0,3.0,4.0,7.0,25.0,27.0,62.0,5.0,15.0,3.0,12.0,33.0,25.0,18.0,42.0,19.0,37.0,19.0,38.0,21.0,9.0,7.0,97.0,7.0,10.0,7.0,30.0,38.0,8.0,0.0,42.0,32.0,8.0,3.0,13.0,21.0,8.0,1.0,6.0,8.0,3.0,2.0,28.0,5.0,48.0,7.0,52.0,26.0,1.0,1.0,49.0,56.0,13.0,27.0,6.0,7.0,5.0,21.0,2.0,2.0,6.0,27.0,28.0,5.0,8.0,8.0,4.0,49.0,43.0,23.0,4.0,36.0,14.0,3.0,8.0,12.0,69.0,31.0,4.0,0.0,1.0,17.0,0.0,6.0,7.0,0.0,2.0,3.0,0.0,9.0,4.0,9.0,8.0,2.0,9.0,6.0,1.0,8.0,8.0,2.0,34.0,17.0,8.0,10.0,0.0,1.0,1.0,14.0,15.0,10.0,10.0,3.0,2.0,1.0,0.0,10.0,1.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,8.0,0.0,4.0,4.0,0.0,3.0,3.0,1.0,1.0,8.0,3.0,3.0,10.0,27.0,43.0,2.0,21.0,33.0,34.0,26.0,20.0,37.0,17.0,18.0,42.0,34.0,22.0,12.0,38.0,5.0,42.0,17.0,0.0,48.0,28.0,0.0,9.0,52.0,21.0,8.0,7.0,16.0,2.0,28.0,9.0,66.0,12.0,8.0,8.0,2.0,24.0,20.0
150,1,68.07008513573334,31.45536776712632,79.88403216010047,58.8981047776897,43.10585564717873,160.9354475076695,80.16936554833795,79.27186300044266,110.77699482185322,153.3550582155468,20.95858125180646,18.830021735549643,21.226606663863247,22.59051424543059,4.77055311264912,31.66823747143678,22.092356880906536,22.93548884535201,3.928326467788231,4.9818993567733845,11.0,1.0,14.0,1.0,4.0,1.0,14.0,9.0,101.0,108.0,35.0,41.0,15.0,29.0,17.0,11.0,48.0,4.0,3.0,26.0,18.0,32.0,39.0,13.0,33.0,28.0,38.0,26.0,30.0,11.0,32.0,9.0,0.0,5.0,21.0,31.0,43.0,79.0,3.0,20.0,4.0,11.0,47.0,29.0,15.0,27.0,36.0,35.0,18.0,31.0,8.0,36.0,9.0,70.0,8.0,17.0,17.0,49.0,40.0,17.0,12.0,64.0,36.0,15.0,7.0,28.0,30.0,2.0,5.0,24.0,6.0,15.0,1.0,37.0,3.0,41.0,19.0,49.0,46.0,16.0,6.0,68.0,45.0,21.0,34.0,23.0,0.0,8.0,38.0,19.0,2.0,2.0,31.0,19.0,2.0,15.0,13.0,11.0,44.0,59.0,29.0,23.0,51.0,37.0,25.0,16.0,33.0,52.0,32.0,4.0,6.0,16.0,17.0,9.0,7.0,12.0,16.0,21.0,23.0,14.0,26.0,8.0,21.0,29.0,6.0,7.0,0.0,16.0,13.0,1.0,17.0,11.0,28.0,12.0,20.0,15.0,19.0,0.0,46.0,31.0,23.0,22.0,13.0,28.0,15.0,29.0,11.0,12.0,4.0,4.0,6.0,6.0,11.0,69.0,5.0,3.0,3.0,11.0,6.0,11.0,2.0,3.0,2.0,7.0,8.0,32.0,0.0,12.0,32.0,46.0,23.0,41.0,26.0,21.0,30.0,4.0,31.0,15.0,30.0,41.0,15.0,58.0,8.0,6.0,16.0,15.0,15.0,17.0,58.0,30.0,28.0,51.0,55.0,3.0,6.0,54.0,28.0,0.0,8.0,42.0,8.0,47.0,4.0,48.0,10.0,7.0,30.0,3.0,39.0,25.0
151,3,78.32713210008956,37.32587711053859,93.22479793009651,64.70881478123376,45.55850352171077,154.1471489069981,93.23184135162928,92.24459027631885,106.84073795597033,156.19142737093512,13.769936993282004,11.526272128925378,14.53141467541894,14.505044829666538,2.692692164558586,20.50813835233488,14.548822788235748,14.940748842359367,2.3308997809039207,4.35459003831119,41.0,1.0,52.0,29.0,19.0,36.0,52.0,48.0,96.0,139.0,2.0,16.0,13.0,7.0,5.0,8.0,31.0,3.0,13.0,9.0,1.0,7.0,12.0,9.0,2.0,23.0,19.0,7.0,8.0,8.0,31.0,12.0,35.0,18.0,15.0,13.0,0.0,28.0,33.0,11.0,16.0,13.0,24.0,10.0,7.0,8.0,14.0,15.0,6.0,8.0,7.0,1.0,3.0,28.0,2.0,31.0,37.0,4.0,13.0,5.0,9.0,21.0,2.0,10.0,9.0,12.0,14.0,61.0,10.0,6.0,55.0,8.0,5.0,17.0,20.0,26.0,7.0,17.0,5.0,13.0,0.0,23.0,8.0,2.0,10.0,28.0,17.0,14.0,2.0,9.0,6.0,23.0,14.0,1.0,28.0,17.0,5.0,7.0,9.0,22.0,2.0,31.0,8.0,8.0,6.0,44.0,4.0,14.0,17.0,23.0,3.0,0.0,26.0,2.0,13.0,25.0,3.0,6.0,17.0,3.0,10.0,23.0,12.0,18.0,2.0,7.0,0.0,3.0,11.0,0.0,3.0,62.0,27.0,5.0,4.0,4.0,0.0,0.0,11.0,33.0,7.0,8.0,7.0,0.0,4.0,2.0,19.0,16.0,0.0,1.0,0.0,0.0,7.0,0.0,3.0,7.0,0.0,13.0,0.0,4.0,3.0,0.0,9.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,34.0,28.0,18.0,13.0,17.0,45.0,14.0,23.0,24.0,10.0,40.0,26.0,17.0,15.0,42.0,20.0,15.0,23.0,49.0,11.0,22.0,15.0,6.0,1.0,10.0,9.0,44.0,2.0,0.0,12.0,0.0,19.0,22.0,7.0,43.0,32.0,12.0,15.0,5.0
152,3,87.75655857491421,37.78770730325505,103.4963787009676,75.88527724665391,42.76964675435039,164.02984594189184,103.49914054502965,102.84626378507832,106.25810044356888,160.82649953969266,15.414089666633704,13.531760738103904,15.378477213969358,17.34476760028922,2.377566722962627,24.080627533377967,15.388571616649031,16.122700516607374,2.404674883032936,3.979237242265204,38.0,1.0,51.0,24.0,21.0,26.0,51.0,47.0,98.0,139.0,7.0,7.0,4.0,10.0,8.0,10.0,10.0,8.0,21.0,15.0,3.0,8.0,5.0,12.0,3.0,12.0,3.0,7.0,3.0,3.0,2.0,29.0,49.0,42.0,36.0,7.0,5.0,5.0,25.0,3.0,25.0,1.0,5.0,11.0,9.0,1.0,7.0,7.0,3.0,1.0,1.0,2.0,11.0,3.0,14.0,16.0,28.0,4.0,5.0,3.0,14.0,2.0,3.0,6.0,23.0,6.0,7.0,123.0,17.0,10.0,43.0,15.0,9.0,5.0,51.0,5.0,6.0,2.0,5.0,14.0,7.0,7.0,5.0,4.0,6.0,9.0,71.0,10.0,4.0,22.0,13.0,33.0,5.0,3.0,88.0,14.0,2.0,10.0,2.0,5.0,2.0,25.0,3.0,5.0,12.0,15.0,4.0,2.0,7.0,52.0,10.0,1.0,9.0,4.0,13.0,11.0,1.0,23.0,11.0,6.0,29.0,20.0,19.0,12.0,0.0,10.0,0.0,18.0,17.0,0.0,2.0,47.0,51.0,9.0,5.0,15.0,0.0,3.0,7.0,19.0,13.0,15.0,4.0,7.0,9.0,0.0,32.0,13.0,0.0,5.0,1.0,5.0,8.0,0.0,5.0,5.0,0.0,9.0,0.0,6.0,10.0,4.0,8.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,23.0,22.0,21.0,55.0,25.0,38.0,22.0,21.0,11.0,32.0,14.0,14.0,22.0,16.0,15.0,42.0,5.0,25.0,20.0,12.0,12.0,1.0,8.0,12.0,3.0,4.0,10.0,91.0,12.0,1.0,23.0,2.0,19.0,4.0,3.0,19.0,23.0,39.0,6.0,5.0
