,label,gry,b,g,r,h,s,v,l,a,bl,gry_std,b_std,g_std,r_std,h_std,s_std,v_std,l_std,a_std,bl_std,gry_min,b_min,g_min,r_min,h_min,s_min,v_min,l_min,a_min,bl_min,orb_gry1,orb_gry2,orb_gry3,orb_gry4,orb_gry5,orb_gry6,orb_gry7,orb_gry8,orb_gry9,orb_gry10,orb_gry11,orb_gry12,orb_gry13,orb_gry14,orb_gry15,orb_gry16,orb_gry17,orb_gry18,orb_gry19,orb_gry20,orb_b1,orb_b2,orb_b3,orb_b4,orb_b5,orb_b6,orb_b7,orb_b8,orb_b9,orb_b10,orb_b11,orb_b12,orb_b13,orb_b14,orb_b15,orb_b16,orb_b17,orb_b18,orb_b19,orb_b20,orb_g1,orb_g2,orb_g3,orb_g4,orb_g5,orb_g6,orb_g7,orb_g8,orb_g9,orb_g10,orb_g11,orb_g12,orb_g13,orb_g14,orb_g15,orb_g16,orb_g17,orb_g18,orb_g19,orb_g20,orb_r1,orb_r2,orb_r3,orb_r4,orb_r5,orb_r6,orb_r7,orb_r8,orb_r9,orb_r10,orb_r11,orb_r12,orb_r13,orb_r14,orb_r15,orb_r16,orb_r17,orb_r18,orb_r19,orb_r20,orb_l1,orb_l2,orb_l3,orb_l4,orb_l5,orb_l6,orb_l7,orb_l8,orb_l9,orb_l10,orb_l11,orb_l12,orb_l13,orb_l14,orb_l15,orb_l16,orb_l17,orb_l18,orb_l19,orb_l20,orb_a1,orb_a2,orb_a3,orb_a4,orb_a5,orb_a6,orb_a7,orb_a8,orb_a9,orb_a10,orb_a11,orb_a12,orb_a13,orb_a14,orb_a15,orb_a16,orb_a17,orb_a18,orb_a19,orb_a20,orb_bl1,orb_bl2,orb_bl3,orb_bl4,orb_bl5,orb_bl6,orb_bl7,orb_bl8,orb_bl9,orb_bl10,orb_bl11,orb_bl12,orb_bl13,orb_bl14,orb_bl15,orb_bl16,orb_bl17,orb_bl18,orb_bl19,orb_bl20,orb_h1,orb_h2,orb_h3,orb_h4,orb_h5,orb_h6,orb_h7,orb_h8,orb_h9,orb_h10,orb_h11,orb_h12,orb_h13,orb_h14,orb_h15,orb_h16,orb_h17,orb_h18,orb_h19,orb_h20,orb_s1,orb_s2,orb_s3,orb_s4,orb_s5,orb_s6,orb_s7,orb_s8,orb_s9,orb_s10,orb_s11,orb_s12,orb_s13,orb_s14,orb_s15,orb_s16,orb_s17,orb_s18,orb_s19,orb_s20,orb_v1,orb_v2,orb_v3,orb_v4,orb_v5,orb_v6,orb_v7,orb_v8,orb_v9,orb_v10,orb_v11,orb_v12,orb_v13,orb_v14,orb_v15,orb_v16,orb_v17,orb_v18,orb_v19,orb_v20
190,2,62.99507446933271,37.19780305695633,72.71661445157399,53.75165720093596,46.1816135859762,124.84192508949164,72.72930802437077,72.56603394260249,113.26726309146856,146.7628764652337,11.96245661766974,10.18643573473266,13.43033911013528,11.308870678586032,2.784152473004706,24.05620497020288,13.445627402982009,13.913797892084215,3.309014015012371,4.709940872019762,18.0,2.0,23.0,12.0,13.0,36.0,23.0,16.0,98.0,133.0,24.0,9.0,22.0,15.0,9.0,16.0,16.0,7.0,11.0,20.0,5.0,13.0,13.0,9.0,28.0,12.0,20.0,22.0,18.0,18.0,12.0,11.0,1.0,16.0,17.0,11.0,15.0,3.0,17.0,21.0,25.0,37.0,8.0,19.0,12.0,0.0,26.0,18.0,16.0,14.0,17.0,5.0,16.0,28.0,20.0,18.0,15.0,8.0,25.0,7.0,17.0,32.0,22.0,24.0,12.0,21.0,14.0,9.0,9.0,15.0,9.0,8.0,28.0,33.0,27.0,16.0,28.0,13.0,22.0,14.0,12.0,19.0,46.0,20.0,13.0,12.0,6.0,13.0,30.0,3.0,13.0,42.0,12.0,20.0,25.0,22.0,8.0,11.0,18.0,22.0,28.0,17.0,23.0,14.0,20.0,10.0,17.0,12.0,16.0,8.0,12.0,2.0,12.0,3.0,5.0,5.0,8.0,4.0,9.0,14.0,11.0,6.0,21.0,31.0,8.0,6.0,6.0,9.0,13.0,4.0,2.0,10.0,11.0,7.0,3.0,11.0,6.0,2.0,26.0,2.0,4.0,4.0,15.0,5.0,11.0,17.0,36.0,38.0,1.0,15.0,7.0,6.0,11.0,2.0,6.0,2.0,4.0,11.0,4.0,4.0,0.0,3.0,3.0,0.0,0.0,4.0,4.0,0.0,7.0,0.0,32.0,27.0,13.0,16.0,41.0,10.0,20.0,7.0,30.0,29.0,28.0,36.0,16.0,42.0,26.0,20.0,43.0,15.0,35.0,13.0,24.0,12.0,20.0,10.0,28.0,25.0,29.0,14.0,18.0,19.0,13.0,27.0,19.0,13.0,5.0,19.0,15.0,14.0,11.0,11.0
191,2,78.29593557453248,31.85828168435171,92.9665928007783,67.18476380931791,42.96117176521457,169.02490001080963,92.96698735271862,92.19317911577129,107.44680034590856,158.96636039347098,15.829538051010816,11.097968300426611,17.056279524717038,16.649705556243372,2.4864143431049017,21.224800949901383,17.055727167168783,17.84964610062162,2.681151007763975,5.50777627914125,8.0,1.0,12.0,1.0,6.0,36.0,12.0,7.0,98.0,131.0,10.0,14.0,17.0,10.0,11.0,9.0,7.0,22.0,6.0,7.0,17.0,8.0,8.0,9.0,14.0,7.0,8.0,22.0,20.0,15.0,8.0,13.0,7.0,18.0,7.0,3.0,15.0,7.0,22.0,12.0,9.0,15.0,11.0,17.0,6.0,4.0,15.0,16.0,11.0,6.0,12.0,14.0,14.0,43.0,6.0,7.0,5.0,15.0,23.0,20.0,14.0,13.0,12.0,10.0,9.0,8.0,10.0,8.0,10.0,27.0,13.0,16.0,13.0,22.0,13.0,13.0,28.0,26.0,8.0,14.0,12.0,12.0,15.0,13.0,15.0,9.0,19.0,22.0,17.0,7.0,6.0,21.0,9.0,17.0,17.0,11.0,39.0,18.0,11.0,5.0,8.0,9.0,14.0,24.0,4.0,15.0,5.0,27.0,24.0,9.0,5.0,1.0,0.0,3.0,1.0,0.0,12.0,0.0,2.0,6.0,2.0,0.0,4.0,15.0,3.0,0.0,0.0,0.0,5.0,0.0,6.0,8.0,7.0,11.0,8.0,5.0,1.0,4.0,29.0,7.0,0.0,0.0,6.0,0.0,2.0,4.0,16.0,7.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,23.0,14.0,19.0,14.0,42.0,14.0,36.0,36.0,26.0,34.0,20.0,28.0,7.0,25.0,26.0,28.0,17.0,26.0,31.0,23.0,25.0,6.0,10.0,9.0,14.0,7.0,13.0,22.0,12.0,6.0,9.0,10.0,24.0,14.0,13.0,20.0,19.0,20.0,9.0,18.0
192,2,75.07852073702715,34.5361618003066,88.1878377498535,64.80246701667367,43.34418670723117,157.50083161190656,88.18971997466691,87.84520772540826,109.25439037816146,155.5458333579956,16.06992499713016,14.756277062275672,16.174081394832317,18.065900722547333,3.1147998918231727,30.959628279431943,16.180533303249533,17.227821272813188,3.1122277832887053,5.268477171730976,34.0,2.0,46.0,20.0,21.0,39.0,46.0,41.0,99.0,138.0,10.0,4.0,19.0,9.0,11.0,7.0,5.0,9.0,5.0,13.0,5.0,24.0,1.0,7.0,14.0,8.0,8.0,8.0,7.0,12.0,6.0,21.0,15.0,25.0,21.0,4.0,17.0,20.0,17.0,4.0,5.0,21.0,13.0,11.0,13.0,5.0,5.0,12.0,19.0,8.0,18.0,5.0,11.0,72.0,5.0,3.0,8.0,29.0,9.0,13.0,21.0,22.0,8.0,12.0,14.0,12.0,4.0,6.0,15.0,11.0,18.0,18.0,3.0,16.0,6.0,15.0,57.0,11.0,12.0,12.0,17.0,27.0,15.0,11.0,10.0,19.0,16.0,11.0,4.0,4.0,3.0,12.0,36.0,14.0,37.0,24.0,12.0,9.0,14.0,7.0,6.0,13.0,26.0,28.0,9.0,12.0,10.0,11.0,23.0,6.0,6.0,4.0,3.0,11.0,9.0,12.0,16.0,2.0,2.0,15.0,14.0,0.0,6.0,14.0,7.0,0.0,5.0,0.0,10.0,0.0,1.0,22.0,15.0,10.0,15.0,11.0,1.0,1.0,37.0,1.0,0.0,0.0,14.0,0.0,5.0,5.0,26.0,15.0,0.0,4.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,24.0,42.0,36.0,23.0,19.0,18.0,20.0,31.0,22.0,26.0,36.0,9.0,3.0,22.0,28.0,42.0,8.0,35.0,20.0,23.0,13.0,8.0,13.0,7.0,30.0,20.0,15.0,8.0,16.0,7.0,3.0,12.0,17.0,42.0,13.0,35.0,8.0,10.0,8.0,13.0
193,3,62.72762759728346,40.559300761036624,70.74411938329975,55.45039434567337,45.47651210159919,110.27716411480964,70.74642217057644,71.28075922843331,115.6027984449538,144.17983545441493,12.910531522257962,11.48577278095663,13.563608911612114,12.992262261500583,2.978086490039262,21.981104160305925,13.568262978838057,14.596781738638995,2.389490273866725,3.6059280199945207,9.0,1.0,12.0,5.0,15.0,21.0,12.0,7.0,102.0,130.0,18.0,6.0,16.0,13.0,11.0,18.0,11.0,9.0,22.0,31.0,6.0,13.0,1.0,11.0,28.0,17.0,14.0,22.0,6.0,10.0,13.0,10.0,26.0,14.0,14.0,13.0,13.0,10.0,32.0,6.0,13.0,9.0,6.0,16.0,16.0,5.0,25.0,31.0,17.0,10.0,23.0,3.0,8.0,38.0,15.0,1.0,19.0,17.0,29.0,7.0,48.0,0.0,1.0,27.0,16.0,11.0,5.0,21.0,3.0,9.0,29.0,17.0,28.0,24.0,2.0,16.0,17.0,9.0,1.0,4.0,15.0,20.0,28.0,19.0,12.0,4.0,11.0,9.0,22.0,2.0,15.0,40.0,43.0,21.0,5.0,15.0,12.0,4.0,13.0,3.0,3.0,23.0,53.0,6.0,8.0,6.0,16.0,10.0,19.0,4.0,10.0,1.0,1.0,1.0,10.0,17.0,23.0,0.0,2.0,11.0,18.0,0.0,1.0,2.0,3.0,0.0,7.0,0.0,7.0,0.0,3.0,20.0,15.0,21.0,3.0,7.0,1.0,0.0,15.0,8.0,0.0,0.0,14.0,0.0,0.0,17.0,16.0,8.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,1.0,0.0,0.0,6.0,7.0,1.0,0.0,0.0,78.0,26.0,8.0,4.0,55.0,11.0,21.0,16.0,43.0,36.0,8.0,44.0,6.0,28.0,15.0,5.0,4.0,32.0,45.0,15.0,28.0,5.0,13.0,15.0,2.0,11.0,31.0,5.0,23.0,4.0,0.0,9.0,20.0,29.0,5.0,53.0,11.0,8.0,11.0,18.0
194,1,91.5341745680274,34.09464773270367,108.7120072295085,79.71555101345596,42.03492685327126,175.24652245500482,108.76295917787998,107.83409508128466,104.97952743238896,164.55298169912376,13.342318722818089,12.274783418926674,14.03839891135275,15.885030652326169,3.5644420221411197,25.517513001019672,14.067006663267414,14.334853592474278,3.264895589815956,6.230352532280552,12.0,1.0,12.0,15.0,12.0,16.0,15.0,9.0,96.0,129.0,8.0,12.0,9.0,17.0,12.0,22.0,12.0,15.0,25.0,19.0,36.0,10.0,22.0,13.0,13.0,14.0,1.0,14.0,11.0,11.0,11.0,17.0,12.0,14.0,12.0,17.0,8.0,11.0,10.0,21.0,18.0,11.0,26.0,19.0,3.0,12.0,9.0,14.0,20.0,17.0,4.0,11.0,25.0,16.0,5.0,32.0,6.0,12.0,7.0,13.0,19.0,38.0,26.0,8.0,9.0,11.0,10.0,7.0,8.0,31.0,13.0,18.0,4.0,15.0,35.0,13.0,30.0,14.0,31.0,23.0,21.0,14.0,26.0,9.0,12.0,15.0,10.0,20.0,27.0,26.0,5.0,8.0,6.0,7.0,22.0,17.0,20.0,30.0,14.0,16.0,41.0,8.0,12.0,20.0,9.0,31.0,8.0,13.0,8.0,13.0,4.0,3.0,5.0,12.0,4.0,6.0,12.0,8.0,3.0,3.0,0.0,10.0,7.0,1.0,4.0,14.0,9.0,9.0,9.0,1.0,12.0,5.0,17.0,13.0,14.0,7.0,10.0,16.0,8.0,7.0,0.0,6.0,6.0,5.0,15.0,11.0,3.0,10.0,2.0,5.0,1.0,4.0,6.0,2.0,2.0,4.0,4.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,20.0,20.0,34.0,41.0,20.0,38.0,19.0,32.0,19.0,17.0,32.0,22.0,23.0,19.0,20.0,19.0,18.0,20.0,22.0,27.0,11.0,7.0,3.0,9.0,25.0,10.0,4.0,33.0,10.0,9.0,27.0,25.0,10.0,6.0,15.0,21.0,33.0,13.0,8.0,25.0
195,3,68.42237107092086,26.42778161713891,84.10303960669721,53.65038599747275,46.10632700205339,176.50199415574158,84.16971548728479,82.17218350181646,105.7823013741905,157.08433699257623,15.017139146390068,12.138917351586516,15.96296840229581,16.12785708628091,3.420334494325954,23.41829219450437,16.2082348586471,16.69990775850108,3.280904949520296,5.156349042425935,22.0,1.0,30.0,12.0,19.0,49.0,30.0,23.0,93.0,138.0,7.0,2.0,7.0,12.0,10.0,9.0,7.0,12.0,20.0,10.0,7.0,3.0,12.0,9.0,21.0,3.0,10.0,12.0,6.0,6.0,7.0,13.0,49.0,3.0,14.0,56.0,2.0,50.0,14.0,4.0,5.0,14.0,14.0,11.0,23.0,19.0,6.0,8.0,14.0,34.0,43.0,3.0,8.0,60.0,9.0,39.0,47.0,7.0,12.0,12.0,7.0,13.0,35.0,14.0,26.0,5.0,16.0,5.0,5.0,2.0,80.0,14.0,5.0,12.0,14.0,47.0,33.0,6.0,24.0,17.0,7.0,7.0,5.0,76.0,2.0,3.0,5.0,4.0,7.0,3.0,39.0,18.0,55.0,16.0,22.0,5.0,5.0,1.0,8.0,33.0,32.0,10.0,8.0,13.0,35.0,10.0,14.0,5.0,41.0,4.0,13.0,25.0,0.0,23.0,17.0,54.0,58.0,10.0,1.0,3.0,7.0,1.0,4.0,9.0,6.0,0.0,17.0,3.0,7.0,0.0,80.0,2.0,9.0,18.0,37.0,17.0,28.0,3.0,10.0,21.0,1.0,0.0,7.0,0.0,1.0,16.0,8.0,18.0,4.0,0.0,3.0,2.0,0.0,1.0,4.0,7.0,0.0,0.0,0.0,2.0,0.0,22.0,0.0,0.0,0.0,6.0,18.0,0.0,2.0,0.0,5.0,46.0,13.0,29.0,12.0,108.0,34.0,16.0,34.0,11.0,14.0,18.0,10.0,14.0,21.0,22.0,17.0,18.0,10.0,34.0,13.0,9.0,39.0,7.0,21.0,3.0,14.0,2.0,32.0,18.0,31.0,29.0,42.0,54.0,6.0,15.0,13.0,8.0,6.0,4.0
196,2,85.97374851989015,39.662044591163664,99.0366374423702,77.99906784571587,40.87385685133399,155.04867356964704,99.08927896606454,99.40187186657596,109.7710553498098,158.25996397349658,19.61113253832148,16.749544991904717,20.431813973451344,21.12535300960846,2.8076881812356125,31.196967380743228,20.588705073462503,21.23776835140437,3.525364953784965,6.587666952347628,17.0,1.0,23.0,11.0,19.0,27.0,23.0,16.0,98.0,136.0,18.0,26.0,26.0,22.0,14.0,22.0,23.0,32.0,10.0,14.0,11.0,21.0,15.0,23.0,19.0,13.0,15.0,22.0,9.0,13.0,22.0,39.0,3.0,47.0,25.0,21.0,24.0,26.0,24.0,18.0,14.0,29.0,27.0,18.0,11.0,17.0,11.0,26.0,27.0,17.0,19.0,15.0,12.0,38.0,13.0,18.0,17.0,23.0,17.0,9.0,29.0,31.0,50.0,23.0,12.0,20.0,34.0,16.0,8.0,16.0,18.0,19.0,20.0,15.0,16.0,31.0,29.0,13.0,42.0,15.0,24.0,24.0,28.0,19.0,12.0,23.0,36.0,25.0,22.0,29.0,4.0,18.0,11.0,27.0,24.0,25.0,17.0,15.0,18.0,48.0,20.0,31.0,27.0,17.0,20.0,14.0,29.0,21.0,31.0,27.0,13.0,13.0,14.0,7.0,3.0,7.0,15.0,27.0,9.0,27.0,21.0,9.0,4.0,8.0,2.0,11.0,22.0,9.0,14.0,0.0,10.0,24.0,8.0,38.0,35.0,10.0,15.0,18.0,33.0,9.0,1.0,0.0,2.0,9.0,17.0,11.0,8.0,10.0,0.0,36.0,5.0,0.0,0.0,0.0,7.0,16.0,13.0,2.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,13.0,22.0,12.0,28.0,19.0,34.0,39.0,16.0,26.0,8.0,29.0,19.0,43.0,16.0,38.0,30.0,18.0,30.0,21.0,39.0,10.0,22.0,16.0,10.0,18.0,22.0,20.0,16.0,12.0,23.0,36.0,47.0,31.0,27.0,8.0,40.0,13.0,12.0,9.0,27.0
197,1,80.60125342342522,30.031056645642373,96.77428882713951,68.08679507426584,43.11037922555624,176.28196529596386,96.79929232553026,95.64476340883192,105.6728105071667,161.3530925774144,13.885960927109336,9.475400692643918,14.960055699391535,15.304196080735322,2.4476100703330754,17.850492697924,15.017543928724397,15.300174020774028,2.847093089354228,5.125126388503638,24.0,1.0,27.0,20.0,15.0,29.0,27.0,23.0,96.0,136.0,19.0,11.0,10.0,15.0,7.0,9.0,18.0,11.0,27.0,10.0,5.0,7.0,8.0,10.0,19.0,12.0,7.0,13.0,16.0,14.0,4.0,13.0,6.0,3.0,10.0,50.0,6.0,45.0,14.0,14.0,6.0,30.0,10.0,17.0,12.0,18.0,12.0,20.0,17.0,33.0,57.0,18.0,2.0,114.0,12.0,3.0,16.0,5.0,13.0,4.0,10.0,22.0,35.0,9.0,1.0,11.0,18.0,6.0,5.0,19.0,65.0,6.0,11.0,3.0,16.0,44.0,57.0,9.0,36.0,5.0,2.0,21.0,15.0,37.0,6.0,10.0,23.0,11.0,13.0,9.0,4.0,20.0,68.0,13.0,48.0,11.0,10.0,15.0,3.0,33.0,11.0,4.0,15.0,4.0,2.0,3.0,11.0,20.0,72.0,18.0,18.0,20.0,21.0,14.0,16.0,26.0,36.0,12.0,7.0,4.0,10.0,10.0,3.0,8.0,4.0,15.0,22.0,15.0,7.0,9.0,4.0,18.0,27.0,27.0,11.0,15.0,7.0,9.0,56.0,18.0,3.0,28.0,22.0,10.0,15.0,5.0,24.0,10.0,1.0,19.0,8.0,6.0,19.0,3.0,9.0,9.0,7.0,5.0,4.0,10.0,0.0,23.0,1.0,0.0,1.0,5.0,12.0,0.0,1.0,0.0,11.0,16.0,6.0,25.0,7.0,66.0,24.0,14.0,24.0,18.0,16.0,9.0,23.0,15.0,34.0,34.0,60.0,29.0,11.0,8.0,8.0,14.0,3.0,7.0,28.0,11.0,12.0,24.0,32.0,17.0,12.0,26.0,66.0,63.0,4.0,10.0,4.0,10.0,5.0,22.0
198,1,80.4287159022577,34.711536807537435,93.5387189479192,72.19160725023623,41.18845180638208,162.79017325466523,93.55366221271213,93.58743000835604,109.69934244949278,158.1091518223208,19.44047777186251,17.761149857221465,20.305871040077825,20.42550509170096,3.567461054317125,37.53796391720866,20.32576682775681,21.259266205983756,3.8794186402974,7.058842081008924,12.0,1.0,15.0,8.0,1.0,1.0,15.0,10.0,98.0,108.0,45.0,10.0,46.0,27.0,14.0,32.0,31.0,18.0,19.0,42.0,10.0,13.0,18.0,12.0,23.0,31.0,22.0,26.0,28.0,31.0,15.0,31.0,5.0,28.0,72.0,24.0,22.0,6.0,26.0,1.0,21.0,63.0,8.0,35.0,2.0,10.0,19.0,42.0,51.0,19.0,18.0,18.0,29.0,31.0,19.0,14.0,7.0,18.0,42.0,43.0,36.0,20.0,12.0,27.0,18.0,30.0,12.0,32.0,22.0,45.0,8.0,17.0,29.0,38.0,23.0,13.0,25.0,42.0,15.0,23.0,29.0,26.0,35.0,11.0,23.0,17.0,33.0,39.0,43.0,11.0,8.0,43.0,12.0,23.0,29.0,37.0,34.0,25.0,44.0,6.0,20.0,33.0,43.0,25.0,19.0,20.0,5.0,37.0,19.0,18.0,28.0,9.0,7.0,3.0,8.0,10.0,16.0,2.0,12.0,17.0,5.0,3.0,5.0,14.0,7.0,9.0,10.0,13.0,8.0,3.0,4.0,8.0,35.0,10.0,10.0,17.0,10.0,11.0,23.0,11.0,7.0,23.0,8.0,22.0,12.0,18.0,17.0,24.0,10.0,4.0,10.0,7.0,21.0,5.0,0.0,5.0,5.0,14.0,12.0,7.0,19.0,0.0,20.0,40.0,37.0,11.0,4.0,60.0,10.0,26.0,10.0,41.0,30.0,54.0,5.0,16.0,30.0,39.0,9.0,8.0,23.0,4.0,6.0,17.0,51.0,47.0,24.0,42.0,15.0,29.0,38.0,9.0,24.0,18.0,21.0,20.0,37.0,22.0,18.0,11.0,12.0,14.0,19.0,10.0,25.0,44.0,21.0,56.0,20.0,54.0
199,2,77.39363402866127,39.46557973623693,89.20323579538635,68.72933099690343,42.56013346455748,143.7866103363019,89.22483496963441,89.60006721236708,110.960219880458,153.84306392376195,14.039076293114436,13.493015725776672,14.447904516898696,15.023361142728408,2.8934017070056317,26.594048861012148,14.461603144998357,15.083009788413928,2.696777779790893,4.863405031257642,27.0,1.0,35.0,20.0,11.0,11.0,35.0,29.0,100.0,122.0,29.0,11.0,5.0,24.0,11.0,11.0,25.0,2.0,8.0,44.0,7.0,39.0,4.0,5.0,27.0,17.0,20.0,11.0,7.0,6.0,7.0,39.0,4.0,9.0,48.0,23.0,12.0,3.0,17.0,4.0,11.0,62.0,3.0,29.0,4.0,15.0,14.0,32.0,41.0,8.0,12.0,16.0,11.0,15.0,10.0,9.0,4.0,23.0,32.0,6.0,50.0,7.0,7.0,36.0,8.0,19.0,6.0,28.0,12.0,12.0,4.0,12.0,23.0,39.0,13.0,0.0,13.0,21.0,5.0,14.0,15.0,62.0,45.0,4.0,19.0,13.0,20.0,20.0,54.0,8.0,7.0,44.0,9.0,17.0,10.0,29.0,18.0,11.0,10.0,2.0,11.0,34.0,62.0,9.0,8.0,8.0,6.0,16.0,8.0,12.0,3.0,0.0,5.0,1.0,2.0,3.0,5.0,1.0,0.0,15.0,7.0,8.0,7.0,9.0,4.0,4.0,1.0,5.0,5.0,13.0,2.0,8.0,8.0,13.0,10.0,5.0,4.0,4.0,19.0,4.0,6.0,16.0,10.0,9.0,2.0,5.0,15.0,2.0,7.0,3.0,4.0,4.0,15.0,0.0,4.0,1.0,1.0,5.0,8.0,2.0,0.0,0.0,8.0,2.0,0.0,1.0,1.0,0.0,5.0,0.0,38.0,34.0,21.0,26.0,20.0,17.0,48.0,32.0,23.0,19.0,27.0,11.0,10.0,25.0,30.0,36.0,17.0,25.0,21.0,20.0,19.0,5.0,12.0,16.0,9.0,35.0,34.0,13.0,10.0,4.0,8.0,5.0,11.0,4.0,11.0,61.0,3.0,10.0,9.0,40.0
200,2,71.64911219993519,34.46470309386065,84.53752170527262,60.54301150681752,44.6441496128118,151.04238513739014,84.5392532902533,83.95916264806745,109.44382747996345,153.68876936545632,14.618914216790724,12.879179068567796,16.273769100471053,14.868455280666996,3.1865202734260825,31.32191129288771,16.275374363039937,16.587640634289997,4.309227521492752,6.683033994620379,22.0,1.0,25.0,18.0,15.0,9.0,25.0,20.0,96.0,129.0,17.0,26.0,6.0,33.0,8.0,17.0,26.0,11.0,15.0,18.0,4.0,27.0,3.0,26.0,60.0,18.0,38.0,18.0,9.0,9.0,13.0,28.0,6.0,10.0,64.0,10.0,20.0,0.0,20.0,7.0,11.0,62.0,13.0,30.0,7.0,4.0,16.0,32.0,35.0,16.0,5.0,13.0,14.0,25.0,23.0,13.0,5.0,10.0,33.0,15.0,38.0,13.0,26.0,46.0,12.0,21.0,12.0,28.0,29.0,10.0,9.0,10.0,47.0,38.0,18.0,3.0,26.0,12.0,26.0,17.0,9.0,27.0,53.0,4.0,10.0,26.0,10.0,27.0,37.0,5.0,3.0,50.0,11.0,41.0,15.0,28.0,28.0,13.0,21.0,19.0,16.0,34.0,51.0,9.0,7.0,22.0,3.0,11.0,15.0,13.0,5.0,7.0,7.0,1.0,7.0,8.0,17.0,15.0,1.0,3.0,1.0,2.0,3.0,9.0,9.0,7.0,9.0,13.0,6.0,3.0,1.0,3.0,20.0,21.0,10.0,8.0,12.0,0.0,24.0,5.0,5.0,19.0,4.0,7.0,3.0,10.0,9.0,14.0,0.0,17.0,4.0,1.0,9.0,6.0,9.0,6.0,0.0,6.0,1.0,5.0,3.0,1.0,1.0,0.0,1.0,3.0,7.0,1.0,1.0,0.0,25.0,25.0,14.0,45.0,26.0,18.0,19.0,23.0,18.0,17.0,19.0,18.0,27.0,33.0,29.0,25.0,28.0,32.0,38.0,21.0,24.0,14.0,12.0,24.0,13.0,34.0,52.0,7.0,6.0,6.0,19.0,33.0,18.0,7.0,19.0,38.0,10.0,16.0,12.0,27.0
201,2,86.33274176850993,42.2873987428994,98.49542209494616,79.25049409107409,40.48340929563452,147.9042740558491,98.83385095255382,99.20711491146696,110.92681402008633,156.77747751381438,22.737258518522037,20.31526239675044,23.16206904023467,25.608874029599143,4.320064775785987,35.35273513106298,24.037626947021284,24.423577629097085,4.962637684429545,8.188106028640945,17.0,1.0,22.0,10.0,17.0,18.0,22.0,15.0,98.0,131.0,22.0,19.0,25.0,10.0,17.0,23.0,16.0,36.0,23.0,35.0,29.0,18.0,20.0,31.0,23.0,23.0,23.0,14.0,22.0,35.0,18.0,36.0,37.0,7.0,18.0,19.0,17.0,32.0,9.0,22.0,5.0,45.0,62.0,12.0,70.0,21.0,4.0,8.0,19.0,24.0,39.0,17.0,17.0,103.0,5.0,25.0,32.0,6.0,13.0,1.0,13.0,52.0,56.0,10.0,13.0,12.0,28.0,11.0,33.0,14.0,28.0,48.0,6.0,20.0,41.0,29.0,81.0,10.0,66.0,9.0,6.0,15.0,15.0,19.0,11.0,24.0,11.0,17.0,13.0,31.0,10.0,8.0,65.0,11.0,45.0,16.0,25.0,13.0,11.0,52.0,42.0,15.0,8.0,5.0,11.0,31.0,30.0,5.0,57.0,40.0,13.0,18.0,19.0,13.0,9.0,19.0,27.0,36.0,15.0,16.0,16.0,3.0,2.0,21.0,16.0,18.0,40.0,32.0,20.0,20.0,39.0,13.0,22.0,26.0,34.0,5.0,19.0,31.0,28.0,35.0,17.0,10.0,4.0,18.0,14.0,29.0,12.0,10.0,16.0,34.0,5.0,4.0,4.0,4.0,9.0,14.0,11.0,5.0,5.0,4.0,2.0,4.0,0.0,0.0,0.0,9.0,12.0,0.0,6.0,0.0,17.0,30.0,19.0,29.0,11.0,75.0,24.0,33.0,15.0,12.0,22.0,12.0,36.0,29.0,27.0,26.0,20.0,20.0,18.0,25.0,18.0,38.0,12.0,7.0,27.0,21.0,6.0,14.0,35.0,37.0,36.0,49.0,44.0,72.0,14.0,20.0,12.0,5.0,10.0,23.0
